mensaje,label
"¡Haz clic aquí y gana un premio sorpresa al instante!",spam
"La oficina estará cerrada por feriado el 20 de junio",ham
"¡Atención! Has sido seleccionado para una encuesta remunerada",spam
"Tu membresía premium caducará pronto. Renueva con descuento",spam
"Adjunto el reporte mensual de desempeño. Revísalo",ham
"¡Oferta relámpago! Comprar 1 y llevar 2. ¡Solo por hoy!",spam
"Tu cuenta de correo ha excedido el límite de almacenamiento. Actualiza",spam
"Feliz aniversario. Que sigan los años de éxitos y alegría",ham
"¡Descubre el secreto para vivir sin deudas! Consulta con nuestros expertos",spam
"Tu vuelo ha sido confirmado. Número de reserva: KLP123",ham
"¡Promoción de verano! Vacaciones de lujo a mitad de precio",spam
"Notificación de factura electrónica. Descárgala desde tu portal",ham
"¡Urgente! Problema con tu cuenta de Netflix. Verifica tus datos",spam
"¡No te pierdas nuestra venta especial de electrodomésticos!",spam
"El gimnasio tendrá nuevas clases de zumba a partir del lunes",ham
"¡Gana un auto nuevo! Participa en nuestro sorteo exclusivo",spam
"Confirmación de registro para el seminario web. Te esperamos",ham
"¡Descarga nuestra app y recibe un bono de bienvenida de $10!",spam
"Tu suscripción se renovará automáticamente en 5 días. Cancele si no desea",ham
"¡Elimina las varices de forma natural! Descubre cómo aquí",spam
"Revisa los términos y condiciones de tu nuevo contrato",ham
"¡Oferta increíble! Pizzas gratis por tiempo limitado. ¡Pide ahora!",spam
"Tienes un mensaje de voz de un número desconocido. Escúchalo aquí",spam
"La biblioteca pública cierra a las 7 PM los sábados",ham
"¡Consigue el cuerpo de tus sueños en 30 días! Programa garantizado",spam
"Tu cita con el asesor financiero es el martes a las 11 AM",ham
"¡Felicidades! Has sido seleccionado para una prueba gratuita de nuestro servicio",spam
"Tu pago de servicios ha sido recibido con éxito. Gracias",ham
"¡Urgente! Tu cuenta de Instagram será cerrada. Confirma tu identidad",spam
"¡Gana $500 extras al mes trabajando desde casa! Fácil y rápido",spam
"Próxima reunión de vecinos el miércoles a las 8 PM en el salón",ham
"¡Aprovecha! Becas disponibles para estudiar en el extranjero. ¡Aplica ya!",spam
"Tu informe de crédito gratuito está listo para ser consultado",ham
"¡No dejes pasar esta oportunidad! Invierte en criptomonedas y hazte rico",spam
"Confirmación de reserva de hotel. Disfruta tu estadía",ham
"¡Felicidades! Tu préstamo ha sido aprobado. Recibe el dinero hoy",spam
"Tu pedido de comida está en camino. Llegará en 15 minutos",ham
"¡Obtén un préstamo personal con las tasas más bajas del mercado!",spam
"La factura de tu tarjeta de crédito está disponible. Consulta en línea",ham
"¡Atención! Tu suscripción a Amazon Prime caducó. Renueva con descuento",spam
"¡Regalo de $100 en tu cumpleaños! Haz clic para reclamar",spam
"Recordatorio: Próximo pago de la hipoteca el 15 de junio",ham
"¡No te pierdas nuestra venta de liquidación de temporada!",spam
"Tu cuenta ha sido bloqueada debido a actividad sospechosa. ¡Actualiza ahora!",spam
"El examen final de historia es el 20 de julio. ¡Estudia!",ham
"¡Gana un millón de dólares en la lotería! Solo responde unas preguntas",spam
"Confirmación de vuelo. Embarque a las 9 AM. Puerta A12",ham
"¡Dinero extra para tus vacaciones! Solicita nuestro crédito rápido",spam
"Tu cita con el médico fue reprogramada para el lunes siguiente",ham
"¡Urgente! Tu cuenta de Facebook ha sido hackeada. Recupera tu contraseña",spam
"¡Felicidades! Eres el visitante 1,000,000. Recibe un premio especial",spam
"El plazo para la entrega del informe es el viernes a las 5 PM",ham
"¡Promoción imperdible! Compra nuestro producto y recibe uno gratis",spam
"Tu código de seguridad es 7890. Úsalo para iniciar sesión",ham
"¡Descuento del 75% en todos los productos electrónicos! ¡Compra ahora!",spam
"Notificación de pago pendiente. Regulariza tu situación para evitar cargos",ham
"¡Gana un auto de lujo! Participa en nuestro sorteo por tu compra",spam
"Tu registro para el curso de programación ha sido exitoso",ham
"¡Dinero fácil y rápido! Trabaja desde casa y sé tu propio jefe",spam
"El servicio de internet estará inactivo por mantenimiento de 1 AM a 3 AM",ham
"¡Atención! Has ganado un bono de $200 para gastar en nuestra tienda",spam
"Tu reporte de consumo de datos ya está disponible en la app",ham
"¡Última oportunidad para obtener un préstamo sin intereses!",spam
"El evento benéfico será el 25 de junio en el parque central",ham
"¡Gana Bitcoin sin invertir! Regístrate en nuestra plataforma y empieza a minar",spam
"Recordatorio de cita con el especialista el martes a las 10:30 AM",ham
"¡Felicidades! Has sido seleccionado para una prueba gratuita de membresía VIP",spam
"Tu suscripción a la revista digital ha sido renovada. ¡Gracias por tu apoyo!",ham
"¡Urgente! Tu cuenta de WhatsApp ha sido suspendida. Haz clic para activar",spam
"¡Descubre el secreto para atraer la riqueza! Clases en línea gratuitas",spam
"El horario de la piscina ha sido extendido hasta las 9 PM",ham
"¡No te quedes sin tu viaje soñado! Ofertas exclusivas por tiempo limitado",spam
"Tu certificado de estudios está listo para ser recogido",ham
"¡Gana un premio de $5,000 solo por participar en nuestra encuesta!",spam
"Revisa tu bandeja de entrada para más detalles sobre tu envío",ham
"¡Promoción limitada! Compra un iPhone y llévate otro de regalo",spam
"Actualización importante sobre las políticas de privacidad de tu servicio",ham
"¡Atención! Tu cuenta de correo tiene virus. Haz clic para limpiar",spam
"El banco cerrará por inventario el último día del mes",ham
"¡Felicidades! Has sido preseleccionado para un crédito automotriz",spam
"Tu clave temporal es: 1234. Cámbiala lo antes posible",ham
"¡No te lo pierdas! La mejor oferta en vuelos a Europa",spam
"El recibo de tu última compra ha sido enviado a tu correo",ham
"¡Gana un viaje a Disney para toda tu familia! Participa aquí",spam
"Tu contraseña para la plataforma de banca en línea ha sido actualizada con éxito. Si no realizaste este cambio, por favor, contáctanos inmediatamente para asegurar tu cuenta y proteger tus fondos. Mantente seguro.",ham
"¡Felicidades, estimado usuario! Has sido el afortunado ganador de nuestro sorteo anual, ¡un viaje con todos los gastos pagados a las paradisíacas playas de Cancún! Para reclamar tu increíble premio y comenzar a planificar tu aventura, simplemente haz clic en el siguiente enlace antes de que expire la oferta.",spam
"Este es un recordatorio amable de que el pago de tu factura de servicios públicos, correspondiente al mes de mayo, vence inminentemente el día 7 de junio. Por favor, realiza el pago a tiempo para evitar cualquier interrupción en tu servicio y recargos por mora. Puedes verificar el monto en tu portal de cliente.",ham
"¡Alerta de oferta única! Es tu última y exclusiva oportunidad para aprovechar un descuento sin precedentes del 90% en una selección limitada de artículos de lujo de diseñador. ¡No dejes escapar esta increíble liquidación que no volverá a repetirse! Visita nuestra tienda en línea ahora mismo y llévate lo que siempre soñaste.",spam
"Confirmación de envío de tu compra en nuestra tienda. Queremos informarte que tu paquete ha sido despachado exitosamente y esperamos que llegue a tu domicilio el próximo viernes, entre las 9 AM y las 5 PM. Te enviaremos un SMS con el número de seguimiento en breve para que puedas rastrearlo en tiempo real.",ham
"Urgente: Hemos detectado actividad sospechosa y un posible acceso no autorizado a tu cuenta bancaria. Para proteger tus fondos y asegurar tu información personal, te pedimos que verifiques inmediatamente tus datos haciendo clic en el siguiente enlace seguro. Ignorar este mensaje podría resultar en la suspensión de tu cuenta.",spam
"¿Estás cansado de la rutina y de no llegar a fin de mes? ¿Te gustaría duplicar tus ingresos mensuales sin esfuerzo y cambiar tu vida para siempre? Descubre nuestro método secreto y comprobado para generar riqueza desde la comodidad de tu hogar. Haz clic aquí para acceder a la información exclusiva y comenzar hoy mismo.",spam
"Solo para recordarte que tu cita con el doctor especialista está programada para hoy a las 4 PM. Es importante que llegues con al menos 15 minutos de anticipación para completar el papeleo necesario. Si necesitas cambiar la hora o cancelar, por favor, avísanos con tiempo. Tu salud es nuestra prioridad.",ham
"¡Hola! Tenemos una promoción exclusiva pensada especialmente para ti, nuestro valioso cliente. Regístrate ahora en nuestro nuevo programa de lealtad y recibe instantáneamente un bono de bienvenida que podrás usar en tu próxima compra. ¡No pierdas esta oportunidad de ahorrar y obtener beneficios increíbles!",spam
"¡Grandes noticias! Tu solicitud de préstamo personal ha sido pre-aprobada con condiciones muy favorables, gracias a tu excelente historial crediticio. Te ofrecemos una tasa de interés competitiva y plazos flexibles. Haz clic aquí para revisar los detalles completos y finalizar tu aplicación en solo unos minutos.",spam
"Queremos informarte que el curso intensivo de cocina que te interesa empieza oficialmente el próximo lunes en nuestras instalaciones. Por favor, asegúrate de llegar a tiempo y traer los materiales que se te solicitaron en el correo de bienvenida. ¡Estamos emocionados de tenerte con nosotros y aprender juntos!",ham
"¡Advertencia urgente! Hemos notado que tu perfil en nuestra plataforma ha estado inactivo por un tiempo prolongado y será eliminado permanentemente en las próximas 24 horas si no actualizas tu información. Para evitar la pérdida de todos tus datos y contenidos, por favor, accede al siguiente enlace y valida tu cuenta de inmediato.",spam
"¿Te imaginas generar ingresos significativos mientras disfrutas de la vida y duermes plácidamente? ¡Es posible con nuestro revolucionario programa de afiliados! Únete a nuestra red global de emprendedores y empieza a ganar comisiones impresionantes promocionando nuestros productos. ¡El éxito te espera, no lo dudes!",spam
"Estimados miembros del equipo, les informamos que la reunión de coordinación de proyecto programada para hoy ha sido lamentablemente cancelada debido a imprevistos de última hora. Les haremos llegar un nuevo horario para la reprogramación en la brevedad posible. Agradecemos su comprensión y flexibilidad.",ham
"¡Felicidades! Queremos informarte que, tras un sorteo aleatorio entre nuestros usuarios más leales, has sido seleccionado como el ganador de un flamante iPhone 15 de última generación. Para reclamar tu increíble premio y empezar a disfrutar de la tecnología más avanzada, haz clic en el enlace adjunto y sigue los pasos.",spam
"Tu pedido número 12345 de Amazon ya se encuentra en camino. Estimamos que la entrega se realizará en las próximas 24 a 48 horas hábiles. Puedes rastrear el estado de tu envío en tiempo real utilizando el número de seguimiento ASG789 que te hemos proporcionado en el correo electrónico de confirmación de tu compra.",ham
"¡Grandes ofertas en camino! Prepárate para nuestra inminente liquidación total por cierre de negocio. Te ofrecemos descuentos increíbles en todas las categorías de productos, desde electrónica hasta moda. ¡Es tu oportunidad de llevarte todo lo que quieres a precios de locura! Visítanos antes de que sea tarde.",spam
"Importante notificación de impuestos: Lamentamos informarte que tu reciente declaración de impuestos ha sido rechazada por inconsistencias. Para evitar multas y resolver esta situación lo antes posible, te pedimos que actualices tus datos fiscales haciendo clic en el siguiente enlace. La verificación es obligatoria.",spam
"Solo para recordarte que el concierto de rock que tanto esperabas con tu banda favorita empieza esta noche a las 20:00 horas en el Estadio. Asegúrate de llegar con suficiente tiempo para encontrar tu asiento y no perderte ni un minuto del espectáculo. ¡Nos vemos allí para rockear toda la noche!",ham
"¡Inscríbete hoy mismo en nuestra plataforma y sé uno de los primeros en beneficiarte de esta oferta inigualable! Recibe un asombroso 50% de descuento en tu primera compra con nosotros, válido en cualquier producto de nuestro extenso catálogo. ¡No dejes pasar esta oportunidad de ahorrar y descubrir la calidad que ofrecemos!",spam
"¿Estás buscando activamente un nuevo trabajo y te sientes frustrado? ¡Tenemos la solución perfecta para ti! Nuestra plataforma conecta a miles de profesionales con las mejores empresas. Descubre ofertas de empleo exclusivas y postúlate ya para el puesto de tus sueños. ¡Tu futuro laboral te espera!",spam
"Estimado cliente, te recordamos que tu cita programada para el mantenimiento preventivo de tu automóvil en nuestro taller es el próximo 10 de junio a las 9:00 AM. Por favor, asegúrate de traer tu vehículo a tiempo. Si necesitas reagendar, no dudes en contactarnos con anticipación. ¡Te esperamos para servirte!",ham
"¡Dinero garantizado en tan solo 24 horas! ¿Necesitas liquidez urgente? Te ofrecemos la solución financiera que estabas esperando: un préstamo personal sin necesidad de avales ni engorrosos trámites burocráticos. Haz clic aquí y solicita tu dinero hoy mismo. ¡La aprobación es instantánea y los fondos se desembolsan rápidamente!",spam
"Estimados estudiantes de yoga, les informamos que ha habido un pequeño cambio en el horario de nuestra clase de los jueves. A partir de la próxima semana, la sesión se moverá a las 6 PM para acomodar mejor a todos los participantes. Agradecemos su flexibilidad y esperamos verlos allí para seguir practicando juntos.",ham
"¡Atención, atención! No podrás creer lo que tenemos para ti. Haz clic en el siguiente enlace y participa en nuestro sorteo instantáneo para ganar un premio sorpresa que cambiará tu día. ¡Cada clic te acerca más a una recompensa inesperada! No esperes más, la suerte está de tu lado, ¡compruébalo ahora!",spam
"Solo para recordarte que nuestras oficinas permanecerán cerradas por motivo del feriado nacional el próximo 20 de junio. Reanudaremos nuestras actividades habituales el día siguiente. Te pedimos disculpas por cualquier inconveniente que esto pueda causarte y agradecemos tu comprensión. ¡Que disfrutes del feriado!",ham
"¡Alerta de oportunidad! Has sido seleccionado para participar en una encuesta de mercado muy especial y, lo mejor de todo, ¡es completamente remunerada! Tus valiosas opiniones nos ayudarán a mejorar nuestros productos y servicios. Haz clic en el enlace para comenzar y recibe tu pago garantizado por tu tiempo.",spam
"Estimado usuario, queremos informarte que tu membresía premium en nuestra plataforma está a punto de caducar. No te quedes sin acceso a todos nuestros beneficios exclusivos. Renueva ahora mismo y aprovecha un descuento especial para mantener tu estatus premium. ¡No dejes que se te escape esta gran oferta!",spam
